feature,class,mean,std,fisher_score,auc_ovr,n,baseline_mean,baseline_std,sim_normal_mean,sim_normal_std
X13,正常,0.1662748043223597,0.14198683697825193,0.3921565578702026,0.3373,100,0.2018880156186028,0.1163379367840786,0.1662748043223597,0.14198683697825193
X13,幅度失准,0.590361591378515,0.9076465738110533,0.00040185014432582287,0.3708,100,0.2018880156186028,0.1163379367840786,0.1662748043223597,0.14198683697825193
X13,频率失准,0.6253613007628039,0.28742989749578735,0.0004773757001101317,0.7328,100,0.2018880156186028,0.1163379367840786,0.1662748043223597,0.14198683697825193
X13,参考电平失准,1.0533626860335605,1.2505627577424547,0.18331552351954125,0.5590999999999999,100,0.2018880156186028,0.1163379367840786,0.1662748043223597,0.14198683697825193
X14,正常,0.007225956797705504,0.0020539636536658482,0.4512744757423662,0.3010666666666667,100,0.0098567708333333,0.011003446716874777,0.007225956797705504,0.0020539636536658482
X14,幅度失准,0.03417007253226531,0.031091185993844014,0.03599051291230922,0.5363333333333333,100,0.0098567708333333,0.011003446716874777,0.007225956797705504,0.0020539636536658482
X14,频率失准,0.005165729857243876,0.0030866734890653133,0.5059951133489737,0.20146666666666668,100,0.0098567708333333,0.011003446716874777,0.007225956797705504,0.0020539636536658482
X14,参考电平失准,0.13864585042925348,0.08484804514171347,1.9686548586092478,0.9611333333333333,100,0.0098567708333333,0.011003446716874777,0.007225956797705504,0.0020539636536658482
X15,正常,0.010741367406332218,0.0027290493105318163,0.3405617688126185,0.3116,100,0.009641907400696174,0.004391722387002499,0.010741367406332218,0.0027290493105318163
X15,幅度失准,0.0178690400895667,0.01849773020896493,0.014970981095818865,0.43815,100,0.009641907400696174,0.004391722387002499,0.010741367406332218,0.0027290493105318163
X15,频率失准,0.010723356454977575,0.006179771275798368,0.3280645575987942,0.38221666666666665,100,0.009641907400696174,0.004391722387002499,0.010741367406332218,0.0027290493105318163
X15,参考电平失准,0.04216907716396443,0.022526503888744043,1.3029588879053258,0.8680333333333333,100,0.009641907400696174,0.004391722387002499,0.010741367406332218,0.0027290493105318163
X16,正常,0.00012390189669806171,0.005963451408398595,0.0643773313965475,0.46876666666666666,100,-8.609646108576454,68.30943673414812,0.00012390189669806171,0.005963451408398595
X16,幅度失准,-49.75288684137247,193.3841539707023,0.0018765332254145472,0.4485,100,-8.609646108576454,68.30943673414812,0.00012390189669806171,0.005963451408398595
X16,频率失准,0.005079633277776743,0.23741872641416858,0.0643930830518983,0.5285666666666666,100,-8.609646108576454,68.30943673414812,0.00012390189669806171,0.005963451408398595
X16,参考电平失准,-114.36158638437469,308.9897044076717,0.08812503225420897,0.5541666666666666,100,-8.609646108576454,68.30943673414812,0.00012390189669806171,0.005963451408398595
X17,正常,0.0,0.0,0.006439303601239211,0.4916666666666667,100,0.0,0.0,0.0,0.0
X17,幅度失准,2.4999999999997247e-05,0.0001479019945774741,0.006790504517650015,0.5114333333333334,100,0.0,0.0,0.0,0.0
X17,频率失准,2.9999999999995586e-05,0.00026286878856187365,0.007724791430630609,0.5117833333333333,100,0.0,0.0,0.0,0.0
X17,参考电平失准,-1.000000000000001e-05,9.949874371066208e-05,0.019392068710997315,0.48511666666666675,100,0.0,0.0,0.0,0.0
X18,正常,0.0,0.0,0.003861003861003861,0.515,100,0.0,0.0,0.0,0.0
X18,幅度失准,-1.5e-05,8.529361054615989e-05,0.0003957261574990105,0.49650000000000005,100,0.0,0.0,0.0,0.0
X18,频率失准,-3.5000000000000004e-05,0.0004015905875391006,0.006055522938857673,0.4674833333333333,100,0.0,0.0,0.0,0.0
X18,参考电平失准,5e-06,4.9749371855331e-05,0.00784186348661315,0.5210166666666667,100,0.0,0.0,0.0,0.0
X19,正常,-6.947298481522568e-05,6.565436002965017e-05,0.0029163446807783993,0.5300333333333334,100,-6.189429211181138e-05,0.00012412201128121162,-6.947298481522568e-05,6.565436002965017e-05
X19,幅度失准,-0.00014674520477034756,0.00019589680587445382,0.04337607071280173,0.39649999999999996,100,-6.189429211181138e-05,0.00012412201128121162,-6.947298481522568e-05,6.565436002965017e-05
X19,频率失准,-6.868661921004678e-05,3.0274760977567464e-05,0.003283721856641618,0.5571333333333334,100,-6.189429211181138e-05,0.00012412201128121162,-6.947298481522568e-05,6.565436002965017e-05
X19,参考电平失准,-5.310454059504223e-05,0.0005939928464532484,0.004740495565512153,0.5163333333333333,100,-6.189429211181138e-05,0.00012412201128121162,-6.947298481522568e-05,6.565436002965017e-05
X2,正常,0.0009519181685894514,9.035143958154588e-05,0.14562445425453224,0.5214666666666667,100,0.0007745784689173089,0.0004814415975746849,0.0009519181685894514,9.035143958154588e-05
X2,幅度失准,0.0014154641824382095,0.0008483801818779849,0.004656940138254695,0.5629,100,0.0007745784689173089,0.0004814415975746849,0.0009519181685894514,9.035143958154588e-05
X2,频率失准,0.0008428643170584414,0.0001242118482102003,0.2448835947299981,0.1821,100,0.0007745784689173089,0.0004814415975746849,0.0009519181685894514,9.035143958154588e-05
X2,参考电平失准,0.0021378925594289612,0.0019562481942926122,0.27559401548712503,0.7335333333333333,100,0.0007745784689173089,0.0004814415975746849,0.0009519181685894514,9.035143958154588e-05
X20,正常,0.0033410660278160352,0.18497897036741145,0.01777476336732266,0.5209,100,0.25232423271708965,0.9763412472692526,0.0033410660278160352,0.18497897036741145
X20,幅度失准,0.04903038680740325,0.3534397082305988,0.0019713930867821055,0.5199333333333334,100,0.25232423271708965,0.9763412472692526,0.0033410660278160352,0.18497897036741145
X20,频率失准,0.30377245146571336,0.9050022716971123,0.09376915271168774,0.5329999999999999,100,0.25232423271708965,0.9763412472692526,0.0033410660278160352,0.18497897036741145
X20,参考电平失准,-0.06020674762682056,0.6172713732590057,0.044183070930960376,0.4261666666666667,100,0.25232423271708965,0.9763412472692526,0.0033410660278160352,0.18497897036741145
X21,正常,4.07,1.7044353903859186,0.0640487133308933,0.45675,100,5.15625,2.4058441216130357,4.07,1.7044353903859186
X21,幅度失准,5.34,3.98552380497219,0.006831078469058174,0.5814,100,5.15625,2.4058441216130357,4.07,1.7044353903859186
X21,频率失准,5.66,3.5894846426750453,0.026630183769135854,0.5889833333333334,100,5.15625,2.4058441216130357,4.07,1.7044353903859186
X21,参考电平失准,4.88,5.683801544740985,0.0004740837223026617,0.3728666666666667,100,5.15625,2.4058441216130357,4.07,1.7044353903859186
X22,正常,0.04135150878123582,0.004790048690456481,0.2226124886788556,0.2974333333333333,100,0.04172443340812679,0.007927447238403875,0.04135150878123582,0.004790048690456481
X22,幅度失准,0.045076984686939284,0.016579919730657342,0.09538772281800645,0.4294,100,0.04172443340812679,0.007927447238403875,0.04135150878123582,0.004790048690456481
X22,频率失准,0.0426484735855337,0.005884160331305031,0.17624495859854228,0.37840000000000007,100,0.04172443340812679,0.007927447238403875,0.04135150878123582,0.004790048690456481
X22,参考电平失准,0.08684123885574124,0.04698693480277603,0.8271536374364907,0.8947666666666665,100,0.04172443340812679,0.007927447238403875,0.04135150878123582,0.004790048690456481
X23,正常,0.0001095714336754988,2.422786928604477e-05,0.2472531126921301,0.26436666666666664,100,0.0002163345560213366,0.0006818706389248582,0.0001095714336754988,2.422786928604477e-05
X23,幅度失准,0.0019860472501549123,0.0022136858189848213,0.10131439735367764,0.5122,100,0.0002163345560213366,0.0006818706389248582,0.0001095714336754988,2.422786928604477e-05
X23,频率失准,0.00011979060567256408,5.7649064384587475e-05,0.24626871402257938,0.24956666666666666,100,0.0002163345560213366,0.0006818706389248582,0.0001095714336754988,2.422786928604477e-05
X23,参考电平失准,0.02004736198609793,0.01987352936615443,0.9382495118377636,0.9738666666666668,100,0.0002163345560213366,0.0006818706389248582,0.0001095714336754988,2.422786928604477e-05
X24,正常,0.01366139159676645,0.002006567431085764,0.3495865755632273,0.6252333333333333,100,0.04823831782184003,0.007383045147865359,0.01366139159676645,0.002006567431085764
X24,幅度失准,0.1337011859705006,0.251753475498077,0.002924424050703969,0.33130000000000004,100,0.04823831782184003,0.007383045147865359,0.01366139159676645,0.002006567431085764
X24,频率失准,0.3345986929556007,0.23280841317103615,1.0320797109163398,0.8555666666666666,100,0.04823831782184003,0.007383045147865359,0.01366139159676645,0.002006567431085764
X24,参考电平失准,0.0001891636030164845,0.00024173135367044693,0.45392799469387946,0.1879,100,0.04823831782184003,0.007383045147865359,0.01366139159676645,0.002006567431085764
X25,正常,0.0001095714336754988,2.422786928604477e-05,0.20988954750831823,0.15663333333333335,100,0.00020886493137409976,0.0006232778673296267,0.0001095714336754988,2.422786928604477e-05
X25,幅度失准,0.0018183977249104236,0.002085997176284484,0.10396547040127406,0.5150333333333333,100,0.00020886493137409976,0.0006232778673296267,0.0001095714336754988,2.422786928604477e-05
X25,频率失准,0.00014822122281067502,4.842003375814204e-05,0.2070620571708628,0.35730000000000006,100,0.00020886493137409976,0.0006232778673296267,0.0001095714336754988,2.422786928604477e-05
X25,参考电平失准,0.02243177254078632,0.024650391705259737,0.7751232034097224,0.9710333333333333,100,0.00020886493137409976,0.0006232778673296267,0.0001095714336754988,2.422786928604477e-05
X26,正常,0.0004971800086235274,0.00036251021498666646,0.3060972290370316,0.44123333333333337,100,0.0004915218632859582,0.0004156092102021696,0.0004971800086235274,0.00036251021498666646
X26,幅度失准,0.0010620748308097067,0.0012269551215183393,0.008810473842685514,0.4547333333333333,100,0.0004915218632859582,0.0004156092102021696,0.0004971800086235274,0.00036251021498666646
X26,频率失准,0.00018389904590801712,0.00017287880247283203,0.7138674502270517,0.18373333333333333,100,0.0004915218632859582,0.0004156092102021696,0.0004971800086235274,0.00036251021498666646
X26,参考电平失准,0.0030700604745641452,0.0015418699712249429,2.0206118538705837,0.9203,100,0.0004915218632859582,0.0004156092102021696,0.0004971800086235274,0.00036251021498666646
X27,正常,0.00010626037452518914,6.577372552839377e-05,0.17514331564661134,0.5179333333333334,100,0.00012715242773007212,8.995737624471356e-05,0.00010626037452518914,6.577372552839377e-05
X27,幅度失准,0.00013119884951710777,0.00023399972421032773,0.09334641461975503,0.2962666666666667,100,0.00012715242773007212,8.995737624471356e-05,0.00010626037452518914,6.577372552839377e-05
X27,频率失准,4.038963611889156e-05,5.55645136867706e-05,0.4277942510977578,0.22973333333333332,100,0.00012715242773007212,8.995737624471356e-05,0.00010626037452518914,6.577372552839377e-05
X27,参考电平失准,0.0006597926447949923,0.000449987680670656,1.4254239793737298,0.9560666666666666,100,0.00012715242773007212,8.995737624471356e-05,0.00010626037452518914,6.577372552839377e-05
X28,正常,0.016229972767781282,0.1919198085419832,0.01970928661621564,0.5259666666666668,100,-0.0010778424597112394,0.30773109490908873,0.016229972767781282,0.1919198085419832
X28,幅度失准,-0.13580559655233507,0.41075818529307345,0.09836318783994448,0.4330333333333334,100,-0.0010778424597112394,0.30773109490908873,0.016229972767781282,0.1919198085419832
X28,频率失准,0.0017198825576744084,0.057715091996990514,0.00942804079305185,0.5061333333333333,100,-0.0010778424597112394,0.30773109490908873,0.016229972767781282,0.1919198085419832
X28,参考电平失准,0.022957825939062985,0.36683087216350097,0.018546878225188315,0.5348666666666667,100,-0.0010778424597112394,0.30773109490908873,0.016229972767781282,0.1919198085419832
X29,正常,0.14592873632984887,0.5734616053173142,0.0065428698995200546,0.5289,100,0.4001786121592046,0.6367560315581585,0.14592873632984887,0.5734616053173142
X29,幅度失准,-0.38044862112962075,1.28750608897628,0.07469001668226917,0.3731666666666666,100,0.4001786121592046,0.6367560315581585,0.14592873632984887,0.5734616053173142
X29,频率失准,0.22337171991023844,2.00137340527101,0.010904395962676576,0.5669333333333334,100,0.4001786121592046,0.6367560315581585,0.14592873632984887,0.5734616053173142
X29,参考电平失准,0.1536327493762987,1.746543460221342,0.004835938288586757,0.531,100,0.4001786121592046,0.6367560315581585,0.14592873632984887,0.5734616053173142
X3,正常,2.71465798045603e-12,2.1509360531601368e-12,3.2526572886985433e-13,0.3482,100,0.00023685351570470052,0.00013081790927359482,2.71465798045603e-12,2.1509360531601368e-12
X3,幅度失准,1.2163843648208476e-11,1.2380717784573335e-11,2.9552386129032726e-14,0.5235500000000001,100,0.00023685351570470052,0.00013081790927359482,2.71465798045603e-12,2.1509360531601368e-12
X3,频率失准,1.3705211726384335e-12,8.848442171290165e-13,3.931221137651421e-13,0.1842666666666667,100,0.00023685351570470052,0.00013081790927359482,2.71465798045603e-12,2.1509360531601368e-12
X3,参考电平失准,4.8714983713355035e-11,2.8938555539467413e-11,1.874772466552603e-12,0.9439833333333334,100,0.00023685351570470052,0.00013081790927359482,2.71465798045603e-12,2.1509360531601368e-12
X30,正常,0.005861856216345277,0.0029634837489909754,0.49940464444988203,0.3934333333333333,100,0.007911987694969973,0.013932667720272364,0.005861856216345277,0.0029634837489909754
X30,幅度失准,0.04722922524925435,0.04516895735717219,0.0338299066909995,0.5132666666666668,100,0.007911987694969973,0.013932667720272364,0.005861856216345277,0.0029634837489909754
X30,频率失准,0.001949216004399319,0.0011744382146269977,0.5792017032002921,0.1228,100,0.007911987694969973,0.013932667720272364,0.005861856216345277,0.0029634837489909754
X30,参考电平失准,0.2009094041842063,0.11073478809861978,2.4937033571642306,0.9704999999999999,100,0.007911987694969973,0.013932667720272364,0.005861856216345277,0.0029634837489909754
X31,正常,0.0040266628385984575,0.0015262319238607844,0.4791984342935847,0.40236666666666665,100,0.006862334949106487,0.008744195445856334,0.0040266628385984575,0.0015262319238607844
X31,幅度失准,0.025429282830006693,0.027994635882043827,0.05257880494619767,0.47933333333333333,100,0.006862334949106487,0.008744195445856334,0.0040266628385984575,0.0015262319238607844
X31,频率失准,0.0016088036935187453,0.001437040347150095,0.5601677877468991,0.1414333333333333,100,0.006862334949106487,0.008744195445856334,0.0040266628385984575,0.0015262319238607844
X31,参考电平失准,0.12025600805610039,0.06360828867737953,2.7305933312977446,0.9768666666666667,100,0.006862334949106487,0.008744195445856334,0.0040266628385984575,0.0015262319238607844
X32,正常,-4.169643227613889,0.22454886336565935,0.4325881031988217,0.6043333333333334,100,-1.9470261401914812,0.706044514593949,-4.169643227613889,0.22454886336565935
X32,幅度失准,-8.92524359461706,9.892184296163238,0.0008834647174492662,0.5832333333333334,100,-1.9470261401914812,0.706044514593949,-4.169643227613889,0.22454886336565935
X32,频率失准,-1.7493815095319787,2.238911849926698,1.0472732372941627,0.7953,100,-1.9470261401914812,0.706044514593949,-4.169643227613889,0.22454886336565935
X32,参考电平失准,-22.05827588419425,0.06915631853639827,6.777429956325967,0.017133333333333327,100,-1.9470261401914812,0.706044514593949,-4.169643227613889,0.22454886336565935
X33,正常,0.5506538602155249,0.02751391144498051,0.4104594126068582,0.7526333333333333,100,0.5486704259863868,0.06968925383091866,0.5506538602155249,0.02751391144498051
X33,幅度失准,0.5318522953005601,0.2534788557806444,0.15311850580724165,0.6381,100,0.5486704259863868,0.06968925383091866,0.5506538602155249,0.02751391144498051
X33,频率失准,0.4971596624669906,0.0705516285901546,0.09568730945022204,0.5714333333333333,100,0.5486704259863868,0.06968925383091866,0.5506538602155249,0.02751391144498051
X33,参考电平失准,0.18346471570251346,0.10813662762087589,3.314574836743782,0.03783333333333334,100,0.5486704259863868,0.06968925383091866,0.5506538602155249,0.02751391144498051
X34,正常,0.01597538178195684,0.0018081297775937608,0.4249233737152159,0.29596666666666666,100,0.018129069238637642,0.0050764385257894415,0.01597538178195684,0.0018081297775937608
X34,幅度失准,0.026442902324438536,0.015651192636402123,0.08003850175498473,0.5074333333333334,100,0.018129069238637642,0.0050764385257894415,0.01597538178195684,0.0018081297775937608
X34,频率失准,0.015409255676113716,0.0009308814685116157,0.45278770965799214,0.2264,100,0.018129069238637642,0.0050764385257894415,0.01597538178195684,0.0018081297775937608
X34,参考电平失准,0.08531306416797481,0.042955375941477456,2.2318635840419154,0.9702,100,0.018129069238637642,0.0050764385257894415,0.01597538178195684,0.0018081297775937608
X35,正常,0.00031998885033327813,4.397485038852193e-06,0.03835302999168977,0.8148666666666666,100,0.00032074876054958483,6.926771374799261e-06,0.00031998885033327813,4.397485038852193e-06
X35,幅度失准,0.0007836171822482228,0.0010360048650144584,0.22420432963968168,0.5670666666666667,100,0.00032074876054958483,6.926771374799261e-06,0.00031998885033327813,4.397485038852193e-06
X35,频率失准,0.00024413781919670346,7.761521302350481e-05,0.12553498950074202,0.24200000000000002,100,0.00032074876054958483,6.926771374799261e-06,0.00031998885033327813,4.397485038852193e-06
X35,参考电平失准,0.0003122133948306476,1.6150853142040295e-07,0.04496291632735138,0.37606666666666666,100,0.00032074876054958483,6.926771374799261e-06,0.00031998885033327813,4.397485038852193e-06
X36,正常,0.8469103167298155,0.0152311030770147,0.1379656264598113,0.2473,100,0.8103305126894131,0.05804814496322186,0.8469103167298155,0.0152311030770147
X36,幅度失准,0.8263051870472512,0.16752789000817903,0.16072431350697997,0.3621333333333333,100,0.8103305126894131,0.05804814496322186,0.8469103167298155,0.0152311030770147
X36,频率失准,0.8728749101363317,0.03371386056873343,0.005869846775479711,0.4311666666666667,100,0.8103305126894131,0.05804814496322186,0.8469103167298155,0.0152311030770147
X36,参考电平失准,0.9736764004271657,0.030496896603726828,1.4066259104038892,0.9593999999999999,100,0.8103305126894131,0.05804814496322186,0.8469103167298155,0.0152311030770147
X37,正常,0.030818702438126507,0.001457994725527632,0.16421847878747153,0.5214666666666667,100,0.030357329767135458,0.004912040733487431,0.030818702438126507,0.001457994725527632
X37,幅度失准,0.03624980713520933,0.010070534499138362,0.01672689388154487,0.5629,100,0.030357329767135458,0.004912040733487431,0.030818702438126507,0.001457994725527632
X37,频率失准,0.028959298118069556,0.002055083834595265,0.37105973656500896,0.1821,100,0.030357329767135458,0.004912040733487431,0.030818702438126507,0.001457994725527632
X37,参考电平失准,0.04296925526906634,0.017074415394114535,0.3564159686989807,0.7335333333333333,100,0.030357329767135458,0.004912040733487431,0.030818702438126507,0.001457994725527632
X4,正常,0.0,0.0,0.0,0.5,100,0.03035732976713546,0.004912040733487431,0.0,0.0
X4,幅度失准,0.0,0.0,0.0,0.5,100,0.03035732976713546,0.004912040733487431,0.0,0.0
X4,频率失准,0.0,0.0,0.0,0.5,100,0.03035732976713546,0.004912040733487431,0.0,0.0
X4,参考电平失准,0.0,0.0,0.0,0.5,100,0.03035732976713546,0.004912040733487431,0.0,0.0
X5,正常,0.021698211316232344,0.0013053587450453689,0.4384599400233496,0.3173666666666667,100,0.27853944883296944,0.038656872249777034,0.021698211316232344,0.0013053587450453689
X5,幅度失准,0.027737082327870515,0.006473675147741824,0.02715477175902738,0.5798666666666666,100,0.27853944883296944,0.038656872249777034,0.021698211316232344,0.0013053587450453689
X5,频率失准,0.020455104568999283,0.0027234752386348657,0.5924860200658519,0.14250000000000002,100,0.27853944883296944,0.038656872249777034,0.021698211316232344,0.0013053587450453689
X5,参考电平失准,0.050097956898612815,0.01749431628129302,2.1559131970016376,0.9602666666666666,100,0.27853944883296944,0.038656872249777034,0.021698211316232344,0.0013053587450453689
X6,正常,0.0010628336401336317,0.00010361301713396738,0.23099991387297272,0.34476666666666667,100,0.0011525828213303094,0.0005750395750959169,0.0010628336401336317,0.00010361301713396738
X6,幅度失准,0.002845324114022757,0.002449138493256142,0.09467278069618563,0.5831999999999999,100,0.0011525828213303094,0.0005750395750959169,0.0010628336401336317,0.00010361301713396738
X6,频率失准,0.0009573692413761561,0.00012967015662646646,0.24104737743147328,0.11220000000000001,100,0.0011525828213303094,0.0005750395750959169,0.0010628336401336317,0.00010361301713396738
X6,参考电平失准,0.02015166868485747,0.01980835051906798,0.8689643521496869,0.9598333333333334,100,0.0011525828213303094,0.0005750395750959169,0.0010628336401336317,0.00010361301713396738
X7,正常,0.07903510275592421,0.010653709741175297,0.05965136882419333,0.4793666666666667,100,0.08687499999999976,0.013564084008881587,0.07903510275592421,0.010653709741175297
X7,幅度失准,0.11059760679556838,0.04827336273490124,0.4607087473324685,0.7145166666666667,100,0.08687499999999976,0.013564084008881587,0.07903510275592421,0.010653709741175297
X7,频率失准,0.0721944594380937,0.013461676916933622,0.2578676635676198,0.3330833333333334,100,0.08687499999999976,0.013564084008881587,0.07903510275592421,0.010653709741175297
X7,参考电平失准,0.0799648570251118,0.0006268984260516631,0.04626956841934758,0.4730333333333333,100,0.08687499999999976,0.013564084008881587,0.07903510275592421,0.010653709741175297
X8,正常,0.025808962740834458,0.0012989160071978966,0.4030549687573711,0.36156666666666665,100,0.026433879573170692,0.005291892487571193,0.025808962740834458,0.0012989160071978966
X8,幅度失准,0.040297903461451616,0.017445105300301186,0.053080156096789635,0.5825666666666666,100,0.026433879573170692,0.005291892487571193,0.025808962740834458,0.0012989160071978966
X8,频率失准,0.024247426396409796,0.0011626839210863472,0.46399309986020437,0.09616666666666668,100,0.026433879573170692,0.005291892487571193,0.025808962740834458,0.0012989160071978966
X8,参考电平失准,0.10817885096454331,0.05683215222140289,1.80036977417257,0.9597,100,0.026433879573170692,0.005291892487571193,0.025808962740834458,0.0012989160071978966
X9,正常,0.0009519094409333968,9.035677713965132e-05,0.14562639586375883,0.5213666666666666,100,0.0009456956147580484,0.00030891557322728676,0.0009519094409333968,9.035677713965132e-05
X9,幅度失准,0.001415444543914121,0.000848378675259084,0.0046550550555955065,0.5629,100,0.0009456956147580484,0.00030891557322728676,0.0009519094409333968,9.035677713965132e-05
X9,频率失准,0.000842870765829408,0.00012418698779730807,0.2448702608583845,0.18216666666666667,100,0.0009456956147580484,0.00030891557322728676,0.0009519094409333968,9.035677713965132e-05
X9,参考电平失准,0.0021378981043106726,0.001956264235025929,0.2755969612280618,0.7335666666666668,100,0.0009456956147580484,0.00030891557322728676,0.0009519094409333968,9.035677713965132e-05
band_offset_db_1,正常,-0.0004018416200756381,0.007583401399007241,4.404043155381936e-05,0.49929999999999997,100,-0.00023437499999989786,0.02794462559436745,-0.0004018416200756381,0.007583401399007241
band_offset_db_1,幅度失准,0.004607097540963565,0.06226047409353484,0.0026632839294810514,0.45181666666666664,100,-0.00023437499999989786,0.02794462559436745,-0.0004018416200756381,0.007583401399007241
band_offset_db_1,频率失准,0.00024247809490467452,0.0007670109882884319,0.00016536654466676402,0.5448500000000001,100,-0.00023437499999989786,0.02794462559436745,-0.0004018416200756381,0.007583401399007241
band_offset_db_1,参考电平失准,-0.008809192560027483,0.23079514925419892,0.0019405465389988547,0.5040333333333333,100,-0.00023437499999989786,0.02794462559436745,-0.0004018416200756381,0.007583401399007241
band_offset_db_2,正常,-0.0004953113500103612,0.002920069265243251,0.0002554454659823548,0.4573666666666667,100,-0.0007031250000000822,0.011247558328782763,-0.0004953113500103612,0.002920069265243251
band_offset_db_2,幅度失准,0.0018172753710417133,0.03731113099007659,0.0023242237044448343,0.5475333333333333,100,-0.0007031250000000822,0.011247558328782763,-0.0004953113500103612,0.002920069265243251
band_offset_db_2,频率失准,0.0,0.0,0.0005516902515643164,0.5416666666666666,100,-0.0007031250000000822,0.011247558328782763,-0.0004953113500103612,0.002920069265243251
band_offset_db_2,参考电平失准,-0.00752756436513856,0.1477144026220835,0.00284880548388849,0.4534333333333333,100,-0.0007031250000000822,0.011247558328782763,-0.0004953113500103612,0.002920069265243251
band_offset_db_3,正常,0.0009018203704545336,0.004151630407119457,0.013818707307338748,0.5521,100,2.7755575615628914e-16,0.006285057925349294,0.0009018203704545336,0.004151630407119457
band_offset_db_3,幅度失准,-0.0018403775275068668,0.007896822494013392,0.013099433653124997,0.4416166666666667,100,2.7755575615628914e-16,0.006285057925349294,0.0009018203704545336,0.004151630407119457
band_offset_db_3,频率失准,-1.7763568394002505e-17,1.7674527390216708e-16,0.0015870791636544185,0.5076166666666666,100,2.7755575615628914e-16,0.006285057925349294,0.0009018203704545336,0.004151630407119457
band_offset_db_3,参考电平失准,-0.000846175744660016,0.024198086705765832,0.000463713551146945,0.4986666666666667,100,2.7755575615628914e-16,0.006285057925349294,0.0009018203704545336,0.004151630407119457
band_offset_db_4,正常,-0.00022496027317789213,0.0038328436642318018,0.0009933856694452584,0.47486666666666666,100,0.0004687500000002953,0.010098392895034978,-0.00022496027317789213,0.0038328436642318018
band_offset_db_4,幅度失准,0.0008654544612839388,0.04343338151498949,0.00023259277634378133,0.49993333333333334,100,0.0004687500000002953,0.010098392895034978,-0.00022496027317789213,0.0038328436642318018
band_offset_db_4,频率失准,2.1751392357494127e-06,2.164236213546214e-05,0.0008040384156424184,0.4851,100,0.0004687500000002953,0.010098392895034978,-0.00022496027317789213,0.0038328436642318018
band_offset_db_4,参考电平失准,0.007470674063880676,0.15904574685111897,0.002030741246778841,0.5401,100,0.0004687500000002953,0.010098392895034978,-0.00022496027317789213,0.0038328436642318018
compress_ratio,正常,0.19999999999999996,5.551115123125783e-17,0.3738313640216036,0.6633333333333333,100,0.1548971036585366,0.04251736847850493,0.19999999999999996,5.551115123125783e-17
compress_ratio,幅度失准,0.11399999999999996,0.09901515035589252,0.28154057951596456,0.3451333333333333,100,0.1548971036585366,0.04251736847850493,0.19999999999999996,5.551115123125783e-17
compress_ratio,频率失准,0.1281341463414634,0.0903565965766404,0.14271858007927027,0.3282,100,0.1548971036585366,0.04251736847850493,0.19999999999999996,5.551115123125783e-17
compress_ratio,参考电平失准,0.19999999999999996,5.551115123125783e-17,0.3738313640216036,0.6633333333333333,100,0.1548971036585366,0.04251736847850493,0.19999999999999996,5.551115123125783e-17
