X11,X12,X13,band_offset_db_1,band_offset_db_2,band_offset_db_3,band_offset_db_4,bias,comp,compress_ratio,compress_ratio_high,df,env_overrun_max,env_overrun_mean,env_overrun_rate,file,flag_bias,flag_comp,flag_df,flag_gain,flag_nonswitch_step_max,flag_nonswitch_step_ratio,flag_res_slope,flag_ripple_var,flag_step_score,flag_switch_step_err_max,flag_switch_step_err_ratio,flag_viol_rate,freq_shift_score,gain,global_offset_db,high_low_energy_ratio,mod_[RF板][Mixer1],mod_[RF板][Mixer2],mod_[RF板][RF] 低频通路固定滤波/抑制网络,mod_[RF板][RF] 步进衰减器/ATT,mod_[RF板][RF] 输入连接/匹配/保护,mod_[RF板][YTF],mod_[数字中频板][ADC],mod_[数字中频板][RBW],mod_[数字中频板][VBW],mod_[数字中频板][检波/对数],mod_[时钟板][参考分配],mod_[时钟板][参考域] 10MHz基准,mod_[校准链路][校准源],mod_[校准链路][校准表/存储],mod_[校准链路][校准路径开关/耦合],mod_中频放大器,mod_前置放大器,mod_数字放大器,mod_本振源(谐波发生器),nonswitch_step_max,nonswitch_step_ratio,offset_db,offset_slope,res_slope,ripple_hp,ripple_var,shape_rmse,step_score,switch_step_err_max,switch_step_err_ratio,sys_is_normal,sys_max_prob,sys_overall_score,sys_probabilities,sys_uncertainty,tail_asym,viol_energy_aligned,viol_rate,viol_rate_aligned
0.0012195121951219512,0.013563318489968168,0.013563318489968168,-0.003634490717614014,-9.782200530317198e-05,-0.006693866016724392,0.00199419958681446,-1.2887369555824422,1.1532179318154476,0.2,0.2,0.0,0.013563318489968168,1.654063230483923e-05,0.0012195121951219512,/home/runner/work/FMFD-python/FMFD-python/Output/sim_spectrum/raw_curves/sim_00343.csv,alarm,alarm,ok,alarm,ok,ok,ok,ok,ok,ok,ok,ok,0.2052766188831351,0.8703627858053624,0.0,3.6736224544600855,0.007756382085331967,0.0,0.007629228280654394,0.0,0.42451449000917735,0.0,0.06640276340815494,0.06129485853060457,0.05107904877550381,0.07151066828570532,0.006230536429201088,0.006230536429201088,0.025459458038339104,0.019094593528754325,0.05091891607667821,0.10726600242855798,0.0,0.09194228779590684,0.0026702298982290377,0.022870089890178136,0.0,0.004995108697613659,2.1511494829587497e-05,2.1511494829586973e-14,0.007130449730898693,0.0003422127329231487,0.020605902448608604,0.0,0.0,0.0,False,0.36097035538927935,0.09900990098984372,"{'正常': 0.3399339934054484, '幅度失准': 0.36097035538927935, '频率失准': 0.017971655762538195, '参考电平失准': 0.2811239954427341}",0.6390296446107206,-0.01768727132639285,0.013563318489968168,0.0012195121951219512,0.0012195121951219512
0.0,0.0,0.0,-0.001351269722477788,-0.0018017145167910087,0.0002951440533198735,0.005987082325036752,-0.952133665364917,-0.16218118640347257,0.2,0.2,0.0,0.0,0.0,0.0,/home/runner/work/FMFD-python/FMFD-python/Output/sim_spectrum/raw_curves/sim_00322.csv,alarm,alarm,ok,alarm,ok,ok,ok,ok,ok,ok,ok,ok,0.16289235816943126,0.9041021028813597,0.0,37.58963218827076,0.007759778220772076,0.0,0.007632568741743026,0.0,0.424262513415677,0.0,0.06643183788845396,0.06132169651241903,0.0511014137603492,0.07154197926448888,0.00623326447242347,0.00623326447242347,0.025470605473674128,0.019102954105255594,0.050941210947348256,0.10731296889673331,0.0,0.09198254476862855,0.0026713990596100583,0.022752407869738533,0.0,0.01999873904266014,0.00237603627651496,2.3760362765149606e-12,0.0059631275222498635,0.00024360122470368033,0.017687071234147648,0.0,0.0,0.0,False,0.36134288661710173,0.09911208190146607,"{'正常': 0.3392527873279706, '幅度失准': 0.36134288661710173, '频率失准': 0.01799020300024695, '参考电平失准': 0.2814141230546807}",0.6386571133828982,0.013321188260440823,0.0,0.0,0.0
0.0,0.0,0.0,-0.00250002425043494,-0.003901607934167828,5.2907410217351014e-05,0.001404615081360916,-0.09968839010475643,0.9415245444755982,0.2,0.2,0.0,0.0,0.0,0.0,/home/runner/work/FMFD-python/FMFD-python/Output/sim_spectrum/raw_curves/sim_00139.csv,ok,alarm,ok,alarm,ok,ok,ok,ok,ok,ok,ok,ok,0.09320852372943611,0.9900954369878143,0.0,15.846025593810142,0.005640302560382148,0.0,0.00554783858398244,0.0,0.8921087484400153,0.0,0.002404063386392391,0.002219135433592976,0.001849279527994147,0.0025889913391918054,0.0045307348435856595,0.0045307348435856595,0.01851366330072173,0.013885247475541295,0.03702732660144346,0.003883487008787708,0.0,0.003328703150389464,0.0019417435043938538,0.028959450530555486,0.0,0.003597712901408201,0.0012693874738989614,1.2693874738989613e-12,0.005464062681711995,0.0001567134420987623,0.014097224569808695,0.0,0.0,0.0,True,0.8902841452219217,0.016457378216822305,"{'正常': 0.8902841452219217, '幅度失准': 0.00621879181622606, '频率失准': 0.00621879181622606, '参考电平失准': 0.09727827114562625}",0.10971585477807833,-0.028910004715099295,0.0,0.0,0.0
0.0,0.0,0.0,-0.024099450713091386,5.492869110668153e-07,-6.174151494953151e-06,5.492869110668153e-07,-0.7409387232987328,0.45615965412257964,0.2,0.2,0.0,0.0,0.0,0.0,/home/runner/work/FMFD-python/FMFD-python/Output/sim_spectrum/raw_curves/sim_00054.csv,warn,alarm,ok,alarm,ok,ok,ok,ok,ok,ok,ok,ok,0.1496131075185395,0.9254494001838744,0.0,0.560078872614032,0.007756382085331968,0.0,0.007629228280654395,0.0,0.4245144900091773,0.0,0.06640276340815496,0.06129485853060457,0.051079048775503816,0.07151066828570533,0.006230536429201089,0.006230536429201089,0.025459458038339107,0.01909459352875433,0.050918916076678214,0.10726600242855798,0.0,0.09194228779590685,0.0026702298982290377,0.03384430995382992,0.0,0.00029945071309001037,-0.0002019412068784845,-2.0194120687848418e-13,0.0037822115513850515,0.00032821393727859057,0.018052479921473037,0.0,0.0,0.0,False,0.36097035538927935,0.09900990098984372,"{'正常': 0.3399339934054484, '幅度失准': 0.36097035538927935, '频率失准': 0.017971655762538195, '参考电平失准': 0.2811239954427341}",0.6390296446107206,0.00010031718879748366,0.0,0.0,0.0
0.16097560975609757,0.08534772276484226,4.0124451624111295,-0.029892485920099965,0.022300230192847437,0.00945130006003847,-0.01179903093107626,4.728041248127675,-5.193969487307413,0.2,0.2,0.0,0.08534772276484226,0.00489322580781845,0.16097560975609757,/home/runner/work/FMFD-python/FMFD-python/Output/sim_spectrum/raw_curves/sim_00021.csv,alarm,alarm,ok,alarm,ok,ok,ok,warn,ok,ok,ok,alarm,0.45243894705920207,1.4753769024711831,0.0,7.7719166122119,0.009064443944136587,0.0,0.00891584650242943,0.0,0.3274627154018796,0.0,0.07760114445460864,0.07163182565040797,0.05969318804200665,0.0835704632588093,0.0072812746436507,0.0072812746436507,0.029753025018331786,0.02231476876374884,0.05950605003666357,0.12535569488821396,0.0,0.10744773847561195,0.0031205462758503,0.06458664159671201,0.0,-4.118656695695222e-07,-0.008452839375333495,-8.452839375333497e-12,0.008292420107732332,0.005017031564396165,0.07462750590662487,0.0,0.0,0.0,False,0.5468700884198191,0.1517426628029033,"{'正常': 0.0, '幅度失准': 0.5468700884198191, '频率失准': 0.02722705848049733, '参考电平失准': 0.42590285309968356}",0.4531299115801809,-0.014922619543794466,4.0124451624111295,0.16097560975609757,0.16097560975609757
0.0,0.0,0.0,-0.011854502327188321,0.007189294363657339,-0.02655121633308699,0.006797947047056496,-2.59732986589711,-1.5029728480514848,0.2,0.2,0.0,0.0,0.0,0.0,/home/runner/work/FMFD-python/FMFD-python/Output/sim_spectrum/raw_curves/sim_00318.csv,alarm,alarm,ok,alarm,ok,ok,ok,ok,ok,ok,ok,ok,0.22291188227663483,0.7387260827701415,0.0,1.1752978909227663,0.007756382085331967,0.0,0.007629228280654394,0.0,0.42451449000917735,0.0,0.06640276340815494,0.06129485853060457,0.05107904877550381,0.07151066828570532,0.006230536429201088,0.006230536429201088,0.025459458038339104,0.019094593528754325,0.05091891607667821,0.10726600242855798,0.0,0.09194228779590684,0.0026702298982290377,0.019732844142232864,0.0,0.010002095774619413,-0.000696120296853898,-6.961202968538983e-13,0.006038101342232345,0.00030462490803698824,0.0204387265978378,0.0,0.0,0.0,False,0.36097035538927935,0.09900990098984372,"{'正常': 0.3399339934054484, '幅度失准': 0.36097035538927935, '频率失准': 0.017971655762538195, '参考电平失准': 0.2811239954427341}",0.6390296446107206,-0.006793144464997614,0.0,0.0,0.0
0.16463414634146342,0.08922363832143887,3.061544014690737,0.10615067408867862,-0.0036987813588709173,0.034300104764128925,-0.0038939934342892,-0.09964770948037496,-3.3211090846143634,0.2,0.2,0.0,0.08922363832143887,0.003733590261817972,0.16463414634146342,/home/runner/work/FMFD-python/FMFD-python/Output/sim_spectrum/raw_curves/sim_00005.csv,ok,alarm,ok,alarm,ok,ok,ok,ok,ok,ok,ok,alarm,0.5774366681683935,0.989874108161986,0.0,0.42689166801242523,0.022691838890295895,0.0,0.022319841531438584,0.0,0.5205411790984983,0.0,0.04651130461171472,0.04293351194927511,0.03577792662439594,0.0500890972741543,0.018227870584008175,0.018227870584008175,0.02008898679495017,0.015066740096212628,0.04017797358990034,0.07513364591123145,0.0,0.06440026792391268,0.007811944536003506,0.05568532588803521,0.0,-1.1475770458346801e-06,0.0004118840641373149,4.1188406413731727e-13,0.006593979963763617,0.0044475414685028695,0.06773540207530003,0.0,0.0,0.0,True,0.5700229761004109,0.06449655358537201,"{'正常': 0.5700229761004109, '幅度失准': 0.20619652043489492, '频率失准': 0.042878147642600166, '参考电平失准': 0.18090235582209405}",0.42997702389958914,0.005856864624315339,3.061544014690737,0.16463414634146342,0.16463414634146342
0.0,0.0,0.0,0.0004995209580114235,-0.011301701065050906,0.00219972882579178,0.007495882187377845,-1.7553273901149677,0.9206002159751563,0.2,0.2,0.0,0.0,0.0,0.0,/home/runner/work/FMFD-python/FMFD-python/Output/sim_spectrum/raw_curves/sim_00258.csv,alarm,alarm,ok,alarm,ok,ok,ok,ok,ok,ok,ok,ok,0.07395430323961139,0.8235159579692684,0.0,17.280263336788497,0.0077610763861723385,0.0,0.007633845625743285,0.0,0.42416619590975696,0.0,0.06644295154543861,0.06133195527271255,0.05110996272726046,0.07155394781816464,0.0062343072610236815,0.0062343072610236815,0.025474866556634092,0.019106149917475567,0.050949733113268184,0.10733092172724698,0.0,0.09199793290906884,0.002671845969010149,0.029627248630756498,0.0,-0.07959858042318757,0.0029024550581212634,2.902455058121263e-12,0.0029898404748726713,7.935398459785222e-05,0.011933130489266456,0.0,0.0,0.0,False,0.36148540279811203,0.09915117240505068,"{'正常': 0.3389921839707416, '幅度失准': 0.36148540279811203, '频率失准': 0.01799729846309444, '参考电平失准': 0.28152511476805187}",0.638514597201888,-0.009502349548945509,0.0,0.0,0.0
0.0,0.0,0.0,-0.07366063123804345,-0.0008070636535180142,0.0028966282339979443,0.001398261148807478,-0.09965440884996114,0.11891531580382342,0.2,0.2,0.0,0.0,0.0,0.0,/home/runner/work/FMFD-python/FMFD-python/Output/sim_spectrum/raw_curves/sim_00359.csv,ok,alarm,ok,alarm,ok,ok,ok,ok,ok,ok,ok,ok,0.13093400869706528,0.989903040251373,0.0,0.03304551920894711,0.0056404337634212,0.0,0.005547967636151999,0.0,0.8921062387058405,0.0,0.0024041193089992,0.0022191870544608,0.0018493225453840001,0.0025890515635376,0.004530840236190799,0.004530840236190799,0.018514093960045944,0.013885570470034457,0.03702818792009189,0.0038835773453064,0.0,0.0033287805816912,0.0019417886726532,0.05251835190650489,0.0,-0.004993842339518828,0.001369558754956503,1.3695587549565035e-12,0.005161156681197454,0.0002585677676303089,0.01768065322587987,0.0,0.0,0.0,True,0.8902812843770571,0.016457807343551987,"{'正常': 0.8902812843770571, '幅度失准': 0.006218953971446627, '频率失准': 0.006218953971446627, '参考电平失准': 0.09728080768004967}",0.10971871562294289,0.0004853071651494262,0.0,0.0,0.0
0.0,0.0,0.0,-0.005855458346944786,-0.00230080092001117,0.005905878933790909,0.0013870295020943502,0.2016116464341831,0.5551481627176855,0.2,0.2,0.0,0.0,0.0,0.0,/home/runner/work/FMFD-python/FMFD-python/Output/sim_spectrum/raw_curves/sim_00108.csv,ok,alarm,ok,alarm,ok,ok,ok,ok,ok,ok,ok,ok,0.016348787011216448,1.0202036514796895,0.0,0.30917584784665647,0.011050722683862552,0.0,0.01086956329560251,0.0,0.7798418828870581,0.0,0.006006148027238445,0.005544136640527795,0.0046201138671064955,0.006468159413949095,0.008876810024742048,0.008876810024742048,0.036272763173331904,0.027204572379998924,0.07254552634666381,0.009702239120923642,0.0,0.008316204960791693,0.003804347153460878,0.040048585996995456,0.0,-0.0012984300302303353,0.0005240905742792475,5.240905742792475e-13,0.0019646643408567743,2.2902633945373076e-05,0.006065691358365098,0.0,0.0,0.0,True,0.750259012056523,0.037461148191772875,"{'正常': 0.750259012056523, '幅度失准': 0.017773271615018956, '频率失准': 0.0139381630226915, '参考电平失准': 0.21802955330576665}",0.249740987943477,0.007182808156659525,0.0,0.0,0.0
0.0,0.0,0.0,0.043285270371355544,0.03368352502064553,-0.0024627136236299307,-0.037815050992129784,4.4035432673796935,-6.05741259930528,0.2,0.2,0.0,0.0,0.0,0.0,/home/runner/work/FMFD-python/FMFD-python/Output/sim_spectrum/raw_curves/sim_00015.csv,alarm,alarm,ok,alarm,ok,ok,ok,ok,ok,ok,ok,ok,0.22367725253834403,1.4434939850041288,8.881784197001252e-16,0.9714490552574575,0.00778927590115136,0.0,0.007661582853591501,0.0,0.42207393020125267,0.0,0.06668436896154525,0.06155480211834946,0.05129566843195788,0.07181393580474103,0.00625695933043306,0.00625695933043306,0.02556742831550717,0.019175571236630374,0.05113485663101434,0.10772090370711156,0.0,0.0923322031775242,0.002681553998757026,0.0643781720625558,0.0,-0.0004847435909907105,-0.014396929439810512,-1.4396929439810508e-11,0.0011734462747134498,0.00037865851302971385,0.03857855422845946,0.0,0.0,0.0,False,0.36459727617504706,0.10000472248289846,"{'正常': 0.333301850118461, '幅度失准': 0.36459727617504706, '频率失准': 0.018152229515664038, '参考电平失准': 0.28394864419082794}",0.6354027238249529,0.0015664730750776373,0.0,0.0,0.0
